date,bar_idx,direction,is_multi,entry_price,et_end,delta,volume,body_ratio,vol_ratio,paradigm,lis_val,lis_dist,dd_dir,svb_val,charm_val,paradigm_aligned,dd_aligned,charm_aligned,A_outcome,A_pnl,A_max_profit,A_bars_held,A_mfe,A_mae,B_outcome,B_pnl,B_max_profit,B_bars_held,B_mfe,B_mae,C_outcome,C_pnl,C_max_profit,C_bars_held,C_mfe,C_mae,D_outcome,D_pnl,D_max_profit,D_bars_held,D_mfe,D_mae,E_outcome,E_pnl,E_max_profit,E_bars_held,E_mfe,E_mae,F_outcome,F_pnl,F_max_profit,F_bars_held,F_mfe,F_mae,fixed_outcome,fixed_pnl
2026-03-13,207,bearish,True,6722.5,09:53:05,748,14908,0.13793103448275862,0.606930977448077,GEX-LIS,6670.0,52.5,neutral,-1.93,41124804.0,False,False,False,LOSS,-8.0,0.25,2,0.25,9.25,LOSS,-8.0,0.25,2,0.25,9.25,LOSS,-8.0,0.25,2,0.25,9.25,LOSS,-8.0,0.25,2,0.25,9.25,T1:LOSS/T2:LOSS,-8.0,0.25,2,0.25,9.25,LOSS,-7.75,0.25,2,0.25,9.25,LOSS,-8.0
2026-03-13,222,bullish,False,6716.5,10:04:43,-307,9963,0.4,2.44230085675414,GEX-LIS,6712.0,4.5,neutral,-1.74,46134857.0,True,False,True,LOSS,-8.0,2.75,6,2.75,8.25,LOSS,-8.0,2.75,6,2.75,8.25,LOSS,-8.0,2.75,6,2.75,8.25,LOSS,-8.0,2.75,6,2.75,8.25,T1:LOSS/T2:LOSS,-8.0,2.75,6,2.75,8.25,LOSS,-5.25,2.75,3,2.75,6.0,LOSS,-8.0
2026-03-13,235,bullish,False,6703.5,10:16:21,-685,6229,0.35,1.622452301881878,BofA-LIS,6683.0,20.5,neutral,-1.49,68363232.0,False,False,True,LOSS,-8.0,1.5,3,1.5,12.25,LOSS,-8.0,1.5,3,1.5,12.25,LOSS,-8.0,1.5,3,1.5,12.25,LOSS,-8.0,1.5,3,1.5,12.25,T1:LOSS/T2:LOSS,-8.0,1.5,3,1.5,12.25,LOSS,-6.5,1.5,2,1.5,7.75,LOSS,-8.0
2026-03-13,253,bearish,True,6711.5,10:33:51,703,11409,0.23076923076923078,1.4045335023956265,BofA-LIS,6541.0,170.5,neutral,-1.49,51281390.0,False,False,False,WIN,6.5,11.5,3,11.5,1.5,WIN,5.25,13.25,5,13.25,1.5,WIN,24.75,34.75,19,34.75,1.5,WIN,6.5,11.5,3,11.5,1.5,T1:WIN/T2:WIN,8.25,11.5,3,11.5,1.5,WIN,5.25,13.25,5,13.25,1.5,WIN,10.0
2026-03-13,272,bearish,True,6685.0,10:50:26,1090,14602,0.37142857142857144,0.6731200437517091,BofA-LIS,6674.0,11.0,neutral,-1.2,124049018.0,False,False,False,WIN,7.0,12.0,7,12.0,1.0,WIN,18.0,26.0,19,26.0,1.0,WIN,16.0,26.0,19,26.0,1.0,WIN,7.0,12.0,7,12.0,1.0,T1:WIN/T2:WIN,8.5,12.0,7,12.0,1.0,WIN,18.0,26.0,19,26.0,1.0,WIN,10.0
2026-03-13,296,bearish,True,6672.5,11:11:07,781,11839,0.1935483870967742,1.5524724133154808,BofA-LIS,6663.0,9.5,neutral,-0.73,148118042.0,False,False,False,LOSS,-8.0,1.5,3,1.5,10.0,LOSS,-8.0,1.5,3,1.5,10.0,LOSS,-8.0,1.5,3,1.5,10.0,LOSS,-8.0,1.5,3,1.5,10.0,T1:LOSS/T2:LOSS,-8.0,1.5,3,1.5,10.0,LOSS,-6.5,1.5,2,1.5,7.5,LOSS,-8.0
2026-03-13,310,bearish,False,6657.25,11:30:48,487,11175,0.15,2.4034325533379213,BofA-LIS,6652.0,5.25,neutral,-0.75,128762466.0,False,False,False,LOSS,-8.0,0.25,4,0.25,10.0,LOSS,-8.0,0.25,4,0.25,10.0,LOSS,-8.0,0.25,4,0.25,10.0,LOSS,-8.0,0.25,4,0.25,10.0,T1:LOSS/T2:LOSS,-8.0,0.25,4,0.25,10.0,LOSS,-7.75,0.25,4,0.25,10.0,LOSS,-8.0
2026-03-13,337,bullish,False,6647.5,11:57:15,-439,4525,0.15,1.1179050089555926,BofA-LIS,6628.0,19.5,neutral,-0.3,159491077.0,False,False,True,WIN,5.75,10.75,8,10.75,3.0,WIN,8.0,16.0,11,16.0,3.0,WIN,6.0,16.0,12,16.0,3.0,WIN,5.75,10.75,8,10.75,3.0,T1:WIN/T2:WIN,7.88,10.75,8,10.75,3.0,WIN,1.25,9.25,5,9.25,3.0,WIN,10.0
2026-03-13,347,bearish,True,6658.5,12:13:00,863,13967,0.034482758620689655,1.1296252651425878,BofA-LIS,6651.0,7.5,neutral,-0.66,217272014.0,False,False,False,WIN,5.75,10.75,3,10.75,1.5,BE,0.0,10.75,7,10.75,1.5,BE,0.0,10.75,7,10.75,1.5,WIN,5.75,10.75,3,10.75,1.5,T1:WIN/T2:WIN,7.88,10.75,3,10.75,1.5,WIN,2.75,10.75,4,10.75,1.5,WIN,10.0
2026-03-13,359,bullish,True,6657.0,12:34:22,-927,8169,0.30303030303030304,0.7011303269289274,BofA-LIS,6651.0,6.0,neutral,-0.57,183348808.0,False,False,True,BE,0.0,9.25,6,9.25,3.25,BE,0.0,9.25,6,9.25,3.25,LOSS,-8.0,9.25,12,9.25,10.75,LOSS,-8.0,9.25,12,9.25,10.75,T1:LOSS/T2:LOSS,-8.0,9.25,12,9.25,10.75,WIN,1.25,9.25,6,9.25,3.25,LOSS,-8.0
2026-03-13,364,bearish,False,6661.25,12:39:01,468,6524,0.65,1.7435225890936301,BofA-LIS,6649.0,12.25,neutral,-0.67,185869315.0,False,False,False,WIN,5.5,10.5,6,10.5,0.75,WIN,7.0,15.0,8,15.0,0.75,WIN,5.0,15.0,9,15.0,0.75,WIN,5.5,10.5,6,10.5,0.75,T1:WIN/T2:WIN,7.75,10.5,6,10.5,0.75,WIN,7.0,15.0,8,15.0,0.75,WIN,10.0
2026-03-13,414,bearish,False,6644.0,14:02:54,344,7600,0.4,1.6944806751167745,BOFA-PURE,6612.0,32.0,neutral,-0.25,71317009.0,False,False,False,LOSS,-8.0,5.75,10,5.75,9.25,LOSS,-8.0,5.75,10,5.75,9.25,LOSS,-8.0,5.75,10,5.75,9.25,LOSS,-8.0,5.75,10,5.75,9.25,T1:LOSS/T2:LOSS,-8.0,5.75,10,5.75,9.25,LOSS,-5.25,2.75,5,2.75,7.0,LOSS,-8.0
2026-03-13,426,bearish,False,6657.5,14:36:23,486,3770,0.4,0.6924800705337791,BOFA-PURE,6635.0,22.5,neutral,-0.35,35042140.0,False,False,False,WIN,6.25,11.25,10,11.25,4.5,WIN,14.5,22.5,18,22.5,4.5,WIN,20.5,30.5,26,30.5,4.5,WIN,6.25,11.25,10,11.25,4.5,T1:WIN/T2:WIN,8.12,11.25,10,11.25,4.5,LOSS,-3.25,4.75,5,4.75,4.5,WIN,10.0
2026-03-13,433,bullish,False,6653.25,14:58:22,-374,3566,0.4,0.6308712958867758,BOFA-PURE,6652.0,1.25,neutral,-0.75,232958494.0,False,False,True,LOSS,-8.0,3.75,8,3.75,10.25,LOSS,-8.0,3.75,8,3.75,10.25,LOSS,-8.0,3.75,8,3.75,10.25,LOSS,-8.0,3.75,8,3.75,10.25,T1:LOSS/T2:LOSS,-8.0,3.75,8,3.75,10.25,LOSS,-4.25,3.75,3,3.75,7.0,LOSS,-8.0
2026-03-13,443,bullish,False,6640.0,15:30:05,-387,11223,0.35,1.889441652566984,BOFA-PURE,6606.0,34.0,neutral,-0.41,-281330007.0,False,False,False,LOSS,-8.0,3.75,3,3.75,9.5,LOSS,-8.0,3.75,3,3.75,9.5,LOSS,-8.0,3.75,3,3.75,9.5,LOSS,-8.0,3.75,3,3.75,9.5,T1:LOSS/T2:LOSS,-8.0,3.75,3,3.75,9.5,LOSS,-4.25,3.75,2,3.75,5.5,LOSS,-8.0
2026-03-13,450,bearish,False,6630.0,15:50:28,740,8836,0.45,1.3316654861121577,BOFA-PURE,6625.0,5.0,neutral,-0.5,164032254.0,False,False,False,LOSS,-7.5,1.0,2,1.0,7.5,LOSS,-7.5,1.0,2,1.0,7.5,LOSS,-7.5,1.0,2,1.0,7.5,LOSS,-7.5,1.0,2,1.0,7.5,T1:EXPIRED/T2:LOSS,-7.5,1.0,2,1.0,7.5,LOSS,-7.0,1.0,2,1.0,7.5,EXPIRED,-7.5
2026-03-16,240,bullish,True,6723.0,10:16:34,-736,8550,0.0,2.0163242505120724,BOFA-PURE,6712.0,11.0,neutral,-2.31,9655123.0,False,False,True,LOSS,-8.0,4.25,9,4.25,10.75,LOSS,-8.0,4.25,9,4.25,10.75,LOSS,-8.0,4.25,9,4.25,10.75,LOSS,-8.0,4.25,9,4.25,10.75,T1:LOSS/T2:LOSS,-8.0,4.25,9,4.25,10.75,LOSS,-3.75,4.25,8,4.25,6.0,LOSS,-8.0
2026-03-16,256,bearish,False,6696.5,10:40:56,388,4890,0.25,1.5457318518752665,BOFA-PURE,6678.0,18.5,neutral,-1.91,9400717.0,False,False,False,LOSS,-8.0,7.25,10,7.25,9.75,LOSS,-8.0,7.25,10,7.25,9.75,LOSS,-8.0,7.25,10,7.25,9.75,LOSS,-8.0,7.25,10,7.25,9.75,T1:LOSS/T2:LOSS,-8.0,7.25,10,7.25,9.75,LOSS,-0.75,7.25,8,7.25,4.75,LOSS,-8.0
2026-03-16,259,bullish,False,6699.0,10:45:08,-331,4917,0.55,1.6268797458930966,BOFA-PURE,6681.0,18.0,neutral,-1.8,5177815.0,False,False,True,LOSS,-8.0,1.25,4,1.25,9.75,LOSS,-8.0,1.25,4,1.25,9.75,LOSS,-8.0,1.25,4,1.25,9.75,LOSS,-8.0,1.25,4,1.25,9.75,T1:LOSS/T2:LOSS,-8.0,1.25,4,1.25,9.75,LOSS,-6.75,1.25,2,1.25,7.5,LOSS,-8.0
2026-03-16,380,bullish,False,6705.25,15:29:26,-304,4984,0.6,2.0420371204982177,BOFA-PURE,6681.0,24.25,neutral,-2.25,655359019.0,False,False,True,LOSS,-8.0,3.0,6,3.0,8.0,LOSS,-8.0,3.0,6,3.0,8.0,LOSS,-8.0,3.0,6,3.0,8.0,LOSS,-8.0,3.0,6,3.0,8.0,T1:LOSS/T2:LOSS,-8.0,3.0,6,3.0,8.0,LOSS,-5.0,3.0,5,3.0,7.25,LOSS,-8.0
2026-03-16,386,bearish,True,6702.25,15:51:10,1136,14982,0.043478260869565216,4.485827742023826,BOFA-PURE,6691.0,11.25,neutral,-2.24,1604821276.0,False,False,False,LOSS,-1.0,4.0,2,4.0,1.75,LOSS,-1.0,4.0,2,4.0,1.75,LOSS,-1.0,4.0,2,4.0,1.75,LOSS,-1.0,4.0,2,4.0,1.75,T1:EXPIRED/T2:LOSS,-1.0,4.0,2,4.0,1.75,LOSS,-1.0,4.0,2,4.0,1.75,EXPIRED,-1.0
2026-03-18,115,bearish,False,6754.75,09:48:30,405,5459,0.65,1.365125409487609,AG-TARGET,6709.0,45.75,neutral,0.48,-18164211.0,True,False,True,BE,0.0,8.5,10,8.5,2.75,BE,0.0,8.5,10,8.5,2.75,BE,0.0,12.5,23,12.5,2.75,WIN,5.25,10.25,15,10.25,2.75,T1:WIN/T2:WIN,7.62,10.25,15,10.25,2.75,WIN,0.5,8.5,10,8.5,2.75,WIN,10.0
2026-03-18,153,bearish,True,6724.25,10:30:05,711,15849,0.08333333333333333,2.381206320693817,AG-TARGET,6709.0,15.25,neutral,0.61,12138061.0,True,False,False,LOSS,-8.0,5.25,15,5.25,10.5,LOSS,-8.0,5.25,15,5.25,10.5,LOSS,-8.0,5.25,15,5.25,10.5,LOSS,-8.0,5.25,15,5.25,10.5,T1:LOSS/T2:LOSS,-8.0,5.25,15,5.25,10.5,LOSS,-4.75,3.25,3,3.25,7.75,LOSS,-8.0
2026-03-18,174,bearish,False,6738.0,11:14:42,1950,27280,0.15,4.9891183086742625,SIDIAL-EXTREME,6665.0,73.0,neutral,0.41,-16572935.0,False,False,True,WIN,6.75,11.75,3,11.75,2.0,BE,0.0,11.75,6,11.75,2.0,BE,0.0,11.75,6,11.75,2.0,WIN,6.75,11.75,3,11.75,2.0,T1:WIN/T2:WIN,8.38,11.75,3,11.75,2.0,WIN,3.75,11.75,4,11.75,2.0,WIN,10.0
2026-03-18,193,bullish,False,6732.75,12:08:39,-410,16062,0.15,2.6193951353158456,AG-TARGET,6695.0,37.75,neutral,0.69,-9768995.0,False,False,False,LOSS,-8.0,6.0,10,6.0,10.75,LOSS,-8.0,6.0,10,6.0,10.75,LOSS,-8.0,6.0,10,6.0,10.75,LOSS,-8.0,6.0,10,6.0,10.75,T1:LOSS/T2:LOSS,-8.0,6.0,10,6.0,10.75,LOSS,-2.0,6.0,8,6.0,5.5,LOSS,-8.0
2026-03-18,206,bullish,False,6731.0,12:42:25,-348,4830,0.1,0.9488542045242467,SIDIAL-EXTREME,6659.0,72.0,neutral,0.7,-29522608.0,False,False,False,LOSS,-8.0,3.75,6,3.75,10.5,LOSS,-8.0,3.75,6,3.75,10.5,LOSS,-8.0,3.75,6,3.75,10.5,LOSS,-8.0,3.75,6,3.75,10.5,T1:LOSS/T2:LOSS,-8.0,3.75,6,3.75,10.5,LOSS,-4.25,3.75,5,3.75,6.25,LOSS,-8.0
2026-03-18,218,bearish,False,6718.75,13:30:49,678,16018,0.55,3.099998064678446,SIDIAL-EXTREME,6663.0,55.75,neutral,0.86,-11294493.0,False,False,True,LOSS,-8.0,3.75,3,3.75,9.25,LOSS,-8.0,3.75,3,3.75,9.25,LOSS,-8.0,3.75,3,3.75,9.25,LOSS,-8.0,3.75,3,3.75,9.25,T1:LOSS/T2:LOSS,-8.0,3.75,3,3.75,9.25,LOSS,-4.25,3.75,2,3.75,5.25,LOSS,-8.0
2026-03-18,233,bearish,False,6731.25,14:05:18,517,3345,0.25,0.6208701462617863,SIDIAL-EXTREME,6663.0,68.25,neutral,0.04,-102325747.0,False,False,True,WIN,5.75,10.75,5,10.75,2.5,WIN,6.75,14.75,8,14.75,2.5,WIN,14.0,24.0,20,24.0,2.5,WIN,5.75,10.75,5,10.75,2.5,T1:WIN/T2:WIN,7.88,10.75,5,10.75,2.5,WIN,6.75,14.75,8,14.75,2.5,WIN,10.0
2026-03-18,250,bullish,True,6712.25,14:35:18,-635,8637,0.06896551724137931,1.285619439649449,AG-LIS,6674.0,38.25,neutral,0.59,7248934.0,False,False,True,WIN,6.5,11.5,4,11.5,2.0,BE,0.0,11.75,8,11.75,2.0,BE,0.0,11.75,8,11.75,2.0,WIN,6.5,11.5,4,11.5,2.0,T1:WIN/T2:WIN,8.25,11.5,4,11.5,2.0,WIN,3.75,11.75,6,11.75,2.0,WIN,10.0
2026-03-18,264,bearish,False,6707.75,14:50:02,857,7345,0.1,1.93388712628849,GEX-LIS,6649.0,58.75,neutral,0.76,23692133.0,False,False,False,WIN,6.75,11.75,4,11.75,1.25,WIN,5.5,13.5,9,13.5,1.25,BE,0.0,13.5,10,13.5,1.25,WIN,6.75,11.75,4,11.75,1.25,T1:WIN/T2:WIN,8.38,11.75,4,11.75,1.25,WIN,5.5,13.5,9,13.5,1.25,WIN,10.0
2026-03-18,287,bullish,True,6693.5,15:32:57,-635,10753,0.08695652173913043,0.42300846537877146,GEX-LIS,6627.0,66.5,neutral,0.97,151191111.0,True,False,True,LOSS,-8.0,1.0,3,1.0,11.25,LOSS,-8.0,1.0,3,1.0,11.25,LOSS,-8.0,1.0,3,1.0,11.25,LOSS,-8.0,1.0,3,1.0,11.25,T1:LOSS/T2:LOSS,-8.0,1.0,3,1.0,11.25,LOSS,-7.0,1.0,2,1.0,7.75,LOSS,-8.0
2026-03-19,283,bearish,False,6634.75,09:44:04,322,5448,0.35,2.2491020930520578,GEX-LIS,6569.0,65.75,neutral,1.36,-58457713.0,False,False,True,BE,0.0,9.0,8,9.0,2.25,BE,0.0,9.0,8,9.0,2.25,LOSS,-8.0,9.0,12,9.0,11.75,LOSS,-8.0,9.0,12,9.0,11.75,T1:LOSS/T2:LOSS,-8.0,9.0,12,9.0,11.75,LOSS,-0.5,7.5,4,7.5,2.25,LOSS,-8.0
2026-03-19,296,bearish,False,6647.75,09:52:08,479,6917,0.25,2.4343633420144997,GEX-PURE,6571.0,76.75,neutral,0.9,-60264370.0,False,False,True,BE,0.0,8.75,9,8.75,2.5,BE,0.0,8.75,9,8.75,2.5,WIN,17.0,27.0,47,27.0,7.75,WIN,5.75,10.75,30,10.75,7.75,T1:WIN/T2:WIN,7.88,10.75,30,10.75,7.75,LOSS,-0.25,7.75,4,7.75,2.5,WIN,10.0
2026-03-19,307,bearish,False,6647.5,10:02:02,414,5850,0.4,1.7966830466830468,GEX-PURE,6561.0,86.5,neutral,0.41,-69746476.0,False,False,True,LOSS,-8.0,7.0,13,7.0,8.0,LOSS,-8.0,7.0,13,7.0,8.0,LOSS,-8.0,7.0,13,7.0,8.0,LOSS,-8.0,7.0,13,7.0,8.0,T1:LOSS/T2:LOSS,-8.0,7.0,13,7.0,8.0,LOSS,-1.0,7.0,11,7.0,5.0,LOSS,-8.0
2026-03-19,320,bearish,False,6650.5,10:13:13,549,7667,0.65,2.647627598591063,GEX-PURE,6566.0,84.5,neutral,0.31,-66973860.0,False,False,True,WIN,6.25,11.25,5,11.25,1.5,WIN,9.75,17.75,13,17.75,1.5,WIN,19.75,29.75,23,29.75,1.5,WIN,6.25,11.25,5,11.25,1.5,T1:WIN/T2:WIN,8.12,11.25,5,11.25,1.5,WIN,9.75,17.75,13,17.75,1.5,WIN,10.0
2026-03-19,341,bearish,False,6627.75,10:31:03,390,5052,0.4,1.8081927020884412,GEX-PURE,6570.0,57.75,neutral,0.55,-45770704.0,False,False,True,LOSS,-8.0,2.25,3,2.25,10.25,LOSS,-8.0,2.25,3,2.25,10.25,LOSS,-8.0,2.25,3,2.25,10.25,LOSS,-8.0,2.25,3,2.25,10.25,T1:LOSS/T2:LOSS,-8.0,2.25,3,2.25,10.25,LOSS,-5.75,2.25,2,2.25,6.0,LOSS,-8.0
2026-03-19,371,bearish,False,6637.0,11:02:03,305,7093,0.55,2.7495978136568913,GEX-PURE,6582.0,55.0,neutral,-0.02,-27689398.0,False,False,True,LOSS,-8.0,1.5,3,1.5,12.25,LOSS,-8.0,1.5,3,1.5,12.25,LOSS,-8.0,1.5,3,1.5,12.25,LOSS,-8.0,1.5,3,1.5,12.25,T1:LOSS/T2:LOSS,-8.0,1.5,3,1.5,12.25,LOSS,-6.5,1.5,2,1.5,7.75,LOSS,-8.0
2026-03-19,389,bullish,False,6634.75,11:24:54,-545,6883,0.15,1.5844843462246778,GEX-LIS,6586.0,48.75,neutral,-0.24,-14064804.0,True,False,False,LOSS,-8.0,6.0,9,6.0,10.5,LOSS,-8.0,6.0,9,6.0,10.5,LOSS,-8.0,6.0,9,6.0,10.5,LOSS,-8.0,6.0,9,6.0,10.5,T1:LOSS/T2:LOSS,-8.0,6.0,9,6.0,10.5,LOSS,-2.0,6.0,7,6.0,5.0,LOSS,-8.0
2026-03-19,412,bearish,False,6626.75,11:54:22,394,7420,0.25,1.7565456181052035,GEX-LIS,6568.0,58.75,neutral,0.15,-13987057.0,False,False,True,LOSS,-8.0,0.0,2,0.0,9.75,LOSS,-8.0,0.0,2,0.0,9.75,LOSS,-8.0,0.0,2,0.0,9.75,LOSS,-8.0,0.0,2,0.0,9.75,T1:LOSS/T2:LOSS,-8.0,0.0,2,0.0,9.75,LOSS,-8.0,0.0,2,0.0,9.75,LOSS,-8.0
2026-03-19,430,bearish,False,6644.0,12:12:50,420,3446,0.35,0.8284151691808402,BOFA-PURE,6577.0,67.0,neutral,-0.29,-27725217.0,False,False,True,WIN,5.0,10.0,3,10.0,1.5,WIN,4.25,12.25,7,12.25,1.5,BE,0.0,12.25,15,12.25,2.5,WIN,5.0,10.0,3,10.0,1.5,T1:WIN/T2:WIN,7.5,10.0,3,10.0,1.5,WIN,4.25,12.25,7,12.25,1.5,WIN,10.0
2026-03-19,446,bearish,True,6643.0,12:43:02,1254,7730,0.0,0.6651146574895689,BOFA-PURE,6585.0,58.0,neutral,-0.35,1426091.0,False,False,False,WIN,5.0,10.0,3,10.0,1.25,WIN,18.75,26.75,16,26.75,1.25,WIN,16.75,26.75,17,26.75,1.25,WIN,5.0,10.0,3,10.0,1.25,T1:WIN/T2:WIN,7.5,10.0,3,10.0,1.25,WIN,18.75,26.75,16,26.75,1.25,WIN,10.0
2026-03-19,451,bullish,True,6631.5,12:54:55,-616,11674,0.21428571428571427,1.96229379418696,BOFA-PURE,6584.0,47.5,neutral,-0.47,27544405.0,False,False,True,LOSS,-8.0,2.75,5,2.75,9.0,LOSS,-8.0,2.75,5,2.75,9.0,LOSS,-8.0,2.75,5,2.75,9.0,LOSS,-8.0,2.75,5,2.75,9.0,T1:LOSS/T2:LOSS,-8.0,2.75,5,2.75,9.0,LOSS,-5.25,2.75,4,2.75,6.0,LOSS,-8.0
2026-03-19,480,bearish,True,6632.0,14:06:23,649,9059,0.13043478260869565,1.0475443815578922,BOFA-PURE,6565.0,67.0,neutral,-0.58,104843546.0,False,False,False,LOSS,-8.0,3.5,4,3.5,11.75,LOSS,-8.0,3.5,4,3.5,11.75,LOSS,-8.0,3.5,4,3.5,11.75,LOSS,-8.0,3.5,4,3.5,11.75,T1:LOSS/T2:LOSS,-8.0,3.5,4,3.5,11.75,LOSS,-4.5,3.5,2,3.5,5.0,LOSS,-8.0
2026-03-19,494,bullish,True,6631.5,14:38:37,-637,9683,0.2727272727272727,0.9612592995826529,BOFA-PURE,6568.0,63.5,neutral,-0.77,160311314.0,False,False,True,WIN,8.5,13.5,8,13.5,7.5,WIN,29.5,37.5,18,37.5,7.5,WIN,50.5,60.5,30,60.5,7.5,WIN,8.5,13.5,8,13.5,7.5,T1:WIN/T2:WIN,9.25,13.5,8,13.5,7.5,WIN,29.5,37.5,18,37.5,7.5,WIN,10.0
2026-03-19,512,bearish,False,6666.0,15:03:48,356,6356,0.4,1.313128182879337,BOFA-PURE,6565.0,101.0,neutral,-0.97,-406245857.0,False,False,True,LOSS,-8.0,6.5,5,6.5,9.5,LOSS,-8.0,6.5,5,6.5,9.5,LOSS,-8.0,6.5,5,6.5,9.5,LOSS,-8.0,6.5,5,6.5,9.5,T1:LOSS/T2:LOSS,-8.0,6.5,5,6.5,9.5,LOSS,-1.5,6.5,3,6.5,1.75,LOSS,-8.0
2026-03-19,530,bearish,False,6685.25,15:08:41,317,3679,0.35,1.0561217166642745,BOFA-PURE,6563.0,122.25,neutral,-1.27,-884164232.0,False,False,True,WIN,6.25,11.25,7,11.25,3.0,WIN,4.75,12.75,9,12.75,3.0,BE,0.0,12.75,11,12.75,3.0,WIN,6.25,11.25,7,11.25,3.0,T1:WIN/T2:WIN,8.12,11.25,7,11.25,3.0,WIN,4.75,12.75,9,12.75,3.0,WIN,10.0
2026-03-19,552,bearish,True,6680.25,15:16:12,917,7433,0.17391304347826086,1.888289754807203,BOFA-PURE,6561.0,119.25,neutral,-1.31,-1083874061.0,False,False,True,WIN,6.0,11.0,7,11.0,3.5,WIN,14.0,22.0,16,22.0,3.5,WIN,12.0,22.0,23,22.0,3.5,WIN,6.0,11.0,7,11.0,3.5,T1:WIN/T2:WIN,8.0,11.0,7,11.0,3.5,LOSS,-1.5,6.5,5,6.5,3.5,WIN,10.0
2026-03-19,566,bullish,True,6663.25,15:26:23,-674,6364,0.34285714285714286,1.128849046756516,AG-LIS,6671.0,7.75,neutral,-1.13,-925996254.0,False,False,False,LOSS,-8.0,6.0,12,6.0,8.25,LOSS,-8.0,6.0,12,6.0,8.25,LOSS,-8.0,6.0,12,6.0,8.25,LOSS,-8.0,6.0,12,6.0,8.25,T1:LOSS/T2:LOSS,-8.0,6.0,12,6.0,8.25,LOSS,-2.0,6.0,11,6.0,4.0,LOSS,-8.0
2026-03-19,572,bearish,False,6665.75,15:31:58,421,3511,0.3,1.0324193192678086,BOFA-PURE,6569.0,96.75,neutral,-0.88,-1008116625.0,False,False,True,WIN,5.75,10.75,6,10.75,3.5,WIN,6.25,14.25,8,14.25,3.5,BE,0.0,14.25,12,14.25,3.5,WIN,5.75,10.75,6,10.75,3.5,T1:WIN/T2:WIN,7.88,10.75,6,10.75,3.5,LOSS,-2.25,5.75,3,5.75,2.75,WIN,10.0
2026-03-19,579,bullish,True,6656.5,15:36:40,-919,6457,0.35294117647058826,1.7854158340297204,BOFA-PURE,6607.0,49.5,neutral,-0.95,-1046430069.0,False,False,False,WIN,5.25,10.25,5,10.25,0.75,WIN,4.0,12.0,9,12.0,0.75,WIN,5.75,12.0,21,12.0,0.75,WIN,5.25,10.25,5,10.25,0.75,T1:WIN/T2:WIN,7.62,10.25,5,10.25,0.75,WIN,4.0,12.0,9,12.0,0.75,WIN,10.0
2026-03-19,584,bearish,False,6661.75,15:41:27,339,4723,0.6,1.603789602363408,BOFA-PURE,6605.0,56.75,neutral,-0.95,-866072923.0,False,False,True,LOSS,-0.5,4.75,16,4.75,6.75,LOSS,-0.5,4.75,16,4.75,6.75,LOSS,-0.5,4.75,16,4.75,6.75,LOSS,-0.5,4.75,16,4.75,6.75,T1:EXPIRED/T2:LOSS,-0.5,4.75,16,4.75,6.75,LOSS,-0.5,4.75,16,4.75,6.75,EXPIRED,-0.5
2026-03-19,591,bullish,False,6662.0,15:52:41,-556,10256,0.6,3.1298828125,AG-LIS,6674.0,12.0,neutral,-0.95,-1856248728.0,False,False,False,WIN,0.25,2.5,9,2.5,4.75,WIN,0.25,2.5,9,2.5,4.75,WIN,0.25,2.5,9,2.5,4.75,WIN,0.25,2.5,9,2.5,4.75,T1:EXPIRED/T2:WIN,0.25,2.5,9,2.5,4.75,WIN,0.25,2.5,9,2.5,4.75,EXPIRED,0.25
2026-03-20,196,bearish,False,6627.75,09:42:07,429,3559,0.35,0.914404634970389,GEX-LIS,6574.0,53.75,neutral,0.33,-117206243.0,False,False,True,LOSS,-8.0,0.25,4,0.25,9.5,LOSS,-8.0,0.25,4,0.25,9.5,LOSS,-8.0,0.25,4,0.25,9.5,LOSS,-8.0,0.25,4,0.25,9.5,T1:LOSS/T2:LOSS,-8.0,0.25,4,0.25,9.5,LOSS,-7.75,0.25,4,0.25,9.5,LOSS,-8.0
2026-03-20,214,bullish,False,6620.75,09:52:20,-433,3217,0.75,1.0068384895857785,GEX-LIS,6576.0,44.75,neutral,0.27,-117884841.0,True,False,False,LOSS,-8.0,2.25,6,2.25,10.5,LOSS,-8.0,2.25,6,2.25,10.5,LOSS,-8.0,2.25,6,2.25,10.5,LOSS,-8.0,2.25,6,2.25,10.5,T1:LOSS/T2:LOSS,-8.0,2.25,6,2.25,10.5,LOSS,-5.75,2.25,5,2.25,7.25,LOSS,-8.0
2026-03-20,224,bullish,False,6605.0,10:02:39,-306,6888,0.5,1.6517193419979859,GEX-LIS,6555.0,50.0,neutral,0.95,-98656198.0,True,False,False,BE,0.0,8.75,9,8.75,3.75,BE,0.0,8.75,9,8.75,3.75,LOSS,-8.0,8.75,13,8.75,9.0,LOSS,-8.0,8.75,13,8.75,9.0,T1:LOSS/T2:LOSS,-8.0,8.75,13,8.75,9.0,LOSS,-1.0,7.0,3,7.0,2.0,LOSS,-8.0
2026-03-20,230,bearish,False,6612.75,10:07:01,448,8154,0.4,1.806640300442022,GEX-LIS,6555.0,57.75,neutral,0.95,-102823553.0,False,False,True,WIN,6.5,11.5,3,11.5,1.0,WIN,14.5,22.5,10,22.5,1.0,WIN,12.5,22.5,11,22.5,1.0,WIN,6.5,11.5,3,11.5,1.0,T1:WIN/T2:WIN,8.25,11.5,3,11.5,1.0,WIN,14.5,22.5,10,22.5,1.0,WIN,10.0
