id,trade_date,setup_name,direction,grade,score,ts_et,spot,charm_limit_entry,abs_es_price,lis,target,max_plus_gex,max_minus_gex,gap_to_lis,paradigm,vix,overvix,greek_alignment,spot_vol_beta,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,outcome_elapsed_min,outcome_first_event,outcome_target_level,outcome_stop_level,bofa_stop_level,bofa_target_level,abs_vol_ratio,vanna_all,vanna_weekly,vanna_monthly,comments
121,2026-02-18,DD Exhaustion,short,LOG,0.0,2026-02-18 11:57:13.942395,6896.82,,,,,,,,SIDIAL-MESSY,,,2,-0.85,WIN,16.5,38.12,-11.24,170,target,6876.82,6873.76,,,,-936799403.5,-63404320.65,-546938901.54,
122,2026-02-18,DD Exhaustion,short,LOG,0.0,2026-02-18 12:49:39.561547,6900.37,,,,,,,,SIDIAL-MESSY,,,2,-1.11,WIN,13.0,41.67,-7.69,94,target,6880.37,6884.31,,,,-982719228.72,-3286469.15,-459382064.78,
124,2026-02-18,Paradigm Reversal,short,A-Entry,50.0,2026-02-18 13:11:39.554785,6903.38,,,6899.0,,,,4.38,SIDIAL-MESSY,,,2,-1.14,WIN,10.0,10.0,,20,10pt,6893.38,6918.38,,,,-1081550609.38,-18247493.79,-498098769.89,
128,2026-02-18,Paradigm Reversal,short,A-Entry,46.2,2026-02-18 14:11:43.068916,6887.92,,,6887.0,,,,0.92,BOFA-PURE,,,0,-0.62,WIN,10.0,29.22,0.0,20,10pt,6877.92,6902.92,,,,-697297758.94,3385059.37,-385286841.49,
133,2026-02-19,AG Short,short,A,80.0,2026-02-19 09:56:12.786970,6874.05,,,6884.0,6848.0,6935.0,6830.0,9.95,AG-TARGET,,,-1,0.57,WIN,18.0,38.5,-1.21,13,10pt,6848.0,6894.05,,,,46919988.0,169823195.72,-2224197.34,
134,2026-02-19,AG Short,short,A,80.0,2026-02-19 10:03:54.395201,6874.49,,,6884.0,6847.0,6935.0,6830.0,9.51,AG-TARGET,,,-1,0.42,WIN,18.7,38.94,-0.77,6,10pt,6847.0,6894.49,,,,99158808.15,194284208.04,31149331.16,
135,2026-02-19,DD Exhaustion,short,A-Entry,41.0,2026-02-19 10:04:19.516806,6878.3,,,,,,,,SIDIAL-EXTREME,,,0,0.36,WIN,23.9,37.8,,235,target,,6840.55,,,,99158808.15,194284208.04,31149331.16,
136,2026-02-19,AG Short,short,A+,90.0,2026-02-19 10:23:13.742663,6867.0,,,6877.0,6844.0,6870.0,6830.0,10.0,AG-TARGET,,,-1,0.55,WIN,16.5,31.45,-8.26,44,10pt,6844.0,6882.0,,,,79122790.47,151399356.15,-7372068.03,
137,2026-02-19,AG Short,short,A,80.0,2026-02-19 10:31:43.234470,6865.45,,,6877.0,6840.0,6870.0,6830.0,11.55,AG-LIS,,,-1,0.51,WIN,17.7,29.9,-9.81,76,10pt,6840.0,6882.0,,,,127738308.57,145564155.86,-15004304.77,
138,2026-02-19,DD Exhaustion,short,A-Entry,36.0,2026-02-19 10:36:43.194692,6871.07,,,,,,,,SIDIAL-EXTREME,,,2,0.32,WIN,20.2,30.5,,202,target,,6840.55,,,,-11585259.22,150888639.58,-10976633.9,
139,2026-02-19,DD Exhaustion,short,A-Entry,41.0,2026-02-19 10:52:13.165046,6860.9,,,,,,,,SIDIAL-EXTREME,,,2,0.22,LOSS,-12.0,0.0,,187,stop,,6872.9,,,,-31602704.76,125359383.04,-27408302.88,
140,2026-02-19,AG Short,short,A+,95.0,2026-02-19 11:01:14.425404,6870.06,,,6875.0,6839.0,6870.0,6830.0,4.94,AG-LIS,,,3,0.2,WIN,20.5,34.51,-3.26,6,10pt,6839.0,6880.0,,,,-5051970.07,109254898.59,-47827549.19,
141,2026-02-19,BofA Scalp,short,A,80.0,2026-02-19 11:20:14.687299,6873.29,,,6878.0,6863.29,,,4.71,BofA-LIS,,,2,0.33,WIN,10.0,10.0,,8,10pt,6863.29,6890.0,6890.0,6863.29,,-2457276.19,103322646.33,-44925183.96,
142,2026-02-19,DD Exhaustion,short,A,60.0,2026-02-19 11:31:14.268680,6862.56,,,,,,,,BofA-LIS,,,0,0.3,WIN,16.0,22.0,,148,target,,6840.55,,,,50549655.76,103464580.82,-44063620.73,
143,2026-02-19,AG Short,short,A-Entry,65.0,2026-02-19 12:11:43.179028,6851.14,,,6870.0,6829.0,6870.0,6830.0,18.86,AG-LIS,,,-1,0.52,WIN,10.0,15.59,-11.05,42,10pt,6829.0,6871.14,,,,282162537.84,110878728.05,-49626332.41,
144,2026-02-19,DD Exhaustion,short,A,57.0,2026-02-19 12:12:43.739689,6850.64,,,,,,,,BOFA-PURE,,,0,0.46,WIN,1.5,15.09,-11.55,,timeout,6830.64,6862.64,,,,313135464.72,116171738.29,-33062411.38,
145,2026-02-19,DD Exhaustion,short,A+,75.0,2026-02-19 12:41:36.477849,6856.03,,,,,,,,BOFA-PURE,,,0,0.41,WIN,12.8,15.5,,77,target,,6840.55,,,,215970012.74,109711872.31,-42122534.37,
146,2026-02-19,DD Exhaustion,short,A,67.0,2026-02-19 13:25:23.042393,6836.96,,,,,,,,BOFA-PURE,,,0,0.42,LOSS,-12.0,0.0,,33,stop,,6848.96,,,,414619257.69,127231840.49,-13944799.85,
147,2026-02-19,ES Absorption,bearish,C,33.2,2026-02-19 13:53:38.060176,6851.18,,6867.0,6810.0,,6870.0,6830.0,57.0,BOFA-PURE,,,-1,0.59,LOSS,-12.0,0.0,35.0,44,10pt,6857.0,6879.0,,,1.6,290094967.94,85179895.96,-26918911.45,
148,2026-02-19,DD Exhaustion,short,A+,85.0,2026-02-19 14:02:50.934136,6851.67,,,,,,,,BOFA-PURE,,,0,0.57,WIN,2.0,13.06,-5.9,,timeout,6831.67,6863.67,,,,259852002.07,75429770.61,-16676228.13,
149,2026-02-19,BofA Scalp,short,A+,95.0,2026-02-19 14:07:22.515589,6854.64,,,6859.0,6844.64,,,4.36,BOFA-PURE,,,0,0.47,WIN,10.0,10.0,,30,10pt,6844.64,6871.0,6871.0,6844.64,,319697472.14,97069071.19,8546540.98,
150,2026-02-19,ES Absorption,bearish,B,41.8,2026-02-19 14:19:45.066330,6854.67,,6872.0,6812.0,,6870.0,6830.0,60.0,BOFA-PURE,,,-1,0.48,LOSS,-12.0,0.0,30.0,18,10pt,6862.0,6884.0,,,2.2,325850413.34,100014215.14,14901312.77,
151,2026-02-19,DD Exhaustion,short,A,65.0,2026-02-19 14:43:20.638552,6839.5,,,,,,,,BOFA-PURE,,,0,0.71,LOSS,-12.0,0.0,,63,stop,,6851.5,,,,600379873.0,142205643.09,63981097.12,
152,2026-02-19,DD Exhaustion,short,A+,75.0,2026-02-19 15:17:50.738568,6844.64,,,,,,,,BOFA-PURE,,,0,0.49,LOSS,-12.0,0.0,,36,stop,,6856.64,,,,440964373.48,120393782.12,23835966.0,
154,2026-02-20,DD Exhaustion,short,A-Entry,53.0,2026-02-20 11:02:20.905797,6905.4,,,,,,,,GEX-MESSY,,,2,-0.97,WIN,16.5,23.0,,30,target,,6882.35,,,,-202057174.15,172227627.82,122694864.41,
155,2026-02-20,DD Exhaustion,short,A,66.0,2026-02-20 11:07:45.581952,6901.9,,,,,,,,GEX-MESSY,,,2,-1.01,WIN,14.8,19.5,,24,target,,6882.35,,,,-227472453.35,178560595.97,130058573.56,
157,2026-02-20,Paradigm Reversal,short,A-Entry,57.5,2026-02-20 11:21:45.258388,6887.69,,,6890.0,,,,2.31,SIDIAL-EXTREME,,,2,-0.76,WIN,10.0,10.0,,8,10pt,6877.69,6902.69,,,,-107934044.99,66193101.0,17262611.77,
159,2026-02-20,DD Exhaustion,short,A,72.0,2026-02-20 11:39:52.821028,6896.84,,,,,,,,AG-TARGET,,,2,-0.78,WIN,20.6,31.3,,47,target,,6865.54,,,,-75330134.93,37540277.19,14496426.56,
160,2026-02-20,DD Exhaustion,short,A,72.0,2026-02-20 11:48:55.184368,6905.01,,,,,,,,GEX-MESSY,,,2,-1.0,WIN,24.8,39.5,,38,target,,6865.54,,,,-172151429.91,173462539.37,147020051.84,
163,2026-02-20,DD Exhaustion,short,A+,77.0,2026-02-20 11:55:57.771759,6906.46,,,,,,,,GEX-MESSY,,,2,-0.94,WIN,25.4,40.9,,31,target,,6865.54,,,,-240353404.81,180775980.61,133508118.9,
165,2026-02-20,Paradigm Reversal,short,A-Entry,52.5,2026-02-20 12:17:56.932312,6872.83,,,6877.0,,,,4.17,BOFA-PURE,,,-2,-0.59,WIN,10.0,10.0,,4,10pt,6862.83,6887.83,,,,16325925.16,-22381047.94,-11177699.75,
167,2026-02-20,BofA Scalp,short,A-Entry,60.0,2026-02-20 12:30:50.033933,6872.65,,,6875.0,6862.65,,,2.35,BOFA-PURE,,,-2,-0.2,LOSS,-14.4,0.0,,21,stop,6862.65,6887.0,6887.0,6862.65,,168301779.59,-106892956.18,-73298467.55,
168,2026-02-20,AG Short,short,A,75.0,2026-02-20 12:33:51.855734,6874.69,,,6875.0,6850.0,6900.0,6845.0,0.31,AG-LIS,,,-3,-0.02,LOSS,-20.0,0.0,,59,stop,6850.0,6894.69,,,,63975322.89,-85255705.3,-52580540.29,
170,2026-02-20,DD Exhaustion,short,A,67.0,2026-02-20 13:01:30.633779,6892.15,,,,,,,,AG-LIS,,,2,-0.52,LOSS,-12.0,0.0,,40,stop,,6904.15,,,,-167052612.04,18898587.39,20230609.57,
174,2026-02-20,DD Exhaustion,short,A,70.0,2026-02-20 13:37:57.341504,6899.35,,,,,,,,AG-LIS,,,2,-0.73,LOSS,-12.0,0.0,,8,stop,,6911.35,,,,-224576036.65,26138937.21,1770992.42,
175,2026-02-20,AG Short,short,A-Entry,70.0,2026-02-20 13:48:25.176865,6913.99,,,6921.0,6903.0,6920.0,6845.0,7.01,AG-LIS,,,1,-0.77,WIN,10.5,17.74,0.0,27,10pt,6903.0,6926.0,,,,-251250838.63,71255209.62,46903584.24,
176,2026-02-20,DD Exhaustion,short,A+,87.0,2026-02-20 14:07:26.444054,6905.8,,,,,,,,AG-LIS,,,2,-1.1,EXPIRED,-3.4,0.0,,112,timeout,,6917.8,,,,-364642132.85,166345786.31,124790359.17,
177,2026-02-20,DD Exhaustion,short,A,70.0,2026-02-20 14:18:57.823478,6900.4,,,,,,,,AG-LIS,,,2,-0.93,EXPIRED,-8.8,0.0,,101,timeout,,6912.4,,,,-299055798.01,80467126.49,50514729.21,
178,2026-02-20,AG Short,short,A-Entry,65.0,2026-02-20 14:22:28.964048,6906.14,,,6914.0,6894.0,6910.0,6845.0,7.86,AG-LIS,,,1,-0.93,EXPIRED,9.89,9.89,-1.59,,timeout,6894.0,6919.0,,,,-289432956.97,64888440.88,38604571.05,
179,2026-02-20,DD Exhaustion,short,A,63.0,2026-02-20 14:50:57.741867,6897.65,,,,,,,,AG-LIS,,,2,-0.9,EXPIRED,-11.5,0.0,,69,timeout,,6909.65,,,,-271988952.27,23643419.39,17465970.79,
180,2026-02-20,DD Exhaustion,short,A,63.0,2026-02-20 14:59:36.084650,6897.92,,,,,,,,AG-LIS,,,2,-0.96,EXPIRED,-11.3,0.0,,60,timeout,,6909.92,,,,-262995847.56,33271945.68,22877223.38,
181,2026-02-20,DD Exhaustion,short,A+,80.0,2026-02-20 15:11:18.107329,6907.81,,,,,,,,AG-LIS,,,2,-0.8,EXPIRED,-1.4,0.0,,48,timeout,,6919.81,,,,-346088070.59,104848294.79,85617589.18,
182,2026-02-20,AG Short,short,A-Entry,65.0,2026-02-20 15:49:21.644477,6906.85,,,6918.0,6890.0,6910.0,6845.0,11.15,AG-LIS,,,1,-0.84,EXPIRED,4.59,4.59,-0.88,,timeout,6890.0,6923.0,,,,-179614142.54,78421364.7,101470500.06,
185,2026-02-23,AG Short,short,A,85.0,2026-02-23 10:21:19.820430,6867.57,,,6868.0,6830.0,6950.0,6850.0,0.43,AG-TARGET,,,-3,1.2,WIN,23.8,45.58,-2.15,14,10pt,6830.0,6887.57,,,,336722855.0,238223172.44,-43776708.95,
187,2026-02-23,DD Exhaustion,short,A-Entry,48.0,2026-02-23 11:04:47.767740,6825.35,,,,,,,,AG-PURE,,,0,1.67,LOSS,-12.0,5.53,-12.72,21,stop,,6837.35,,,,856306420.91,156832431.21,-61283404.72,
193,2026-02-23,DD Exhaustion,short,A,67.0,2026-02-23 13:25:32.056837,6853.93,,,,,,,,AG-LIS,,,0,1.07,WIN,18.2,31.37,-1.45,82,target,,6827.56,,,,1147973913.41,221886099.85,98545613.89,
196,2026-02-23,BofA Scalp,short,A-Entry,70.0,2026-02-23 14:04:31.959580,6836.03,,,6841.0,6826.03,,,4.97,BOFA-PURE,,,-2,1.31,EXPIRED,5.37,5.37,-0.49,,timeout,6826.03,6853.0,6853.0,6826.03,,1306684672.39,176660617.48,74176890.62,
199,2026-02-23,DD Exhaustion,short,A,70.0,2026-02-23 15:18:33.070457,6825.07,,,,,,,,BOFA-PURE,,,0,1.73,LOSS,-12.0,0.89,-13.29,15,stop,,6837.07,,,,1345705567.58,65257939.63,18065358.64,
201,2026-02-24,BofA Scalp,short,A,75.0,2026-02-24 10:09:45.744593,6853.37,,,6856.0,6843.37,,,2.63,BofA-LIS,,,0,0.16,LOSS,-14.6,6.16,-15.5,16,stop,6843.37,6868.0,6868.0,6843.37,,1312420358.25,229847437.9,273242376.3,
202,2026-02-24,DD Exhaustion,short,A-Entry,46.0,2026-02-24 10:12:16.019911,6856.4,,,,,,,,BofA-LIS,,,0,-0.08,LOSS,-12.0,9.19,-12.47,13,stop,,6868.4,,,,1316334635.83,220398795.13,271815262.26,
204,2026-02-24,DD Exhaustion,short,A-Entry,36.0,2026-02-24 10:45:46.219416,6878.61,,,,,,,,SIDIAL-MESSY,,,0,-0.66,LOSS,-12.0,9.58,-12.2,85,stop,,6890.61,,,,1112163125.2,290309626.52,363199296.93,
205,2026-02-24,DD Exhaustion,short,A-Entry,36.0,2026-02-24 11:00:40.727355,6871.01,,,,,,,,SIDIAL-MESSY,20.06,,0,-0.58,LOSS,-12.0,-0.22,-12.33,12,stop,,6883.01,,,,1131182416.15,243023635.0,334066478.35,
206,2026-02-24,AG Short,short,A,80.0,2026-02-24 11:03:12.293679,6876.62,,,6877.0,6843.0,6900.0,6850.0,0.38,AG-TARGET,19.89,,-3,-0.51,LOSS,-20.0,7.59,-20.32,120,stop,6843.0,6896.62,,,,1158330407.95,248302223.35,331192752.81,
208,2026-02-24,AG Short,short,A,80.0,2026-02-24 11:12:46.319804,6882.08,,,6882.0,6841.0,6900.0,6850.0,1.92,AG-TARGET,19.73,,-3,-0.74,LOSS,-0.1,13.05,-17.09,292,timeout,6841.0,6900.0,,,,1085780261.51,253770501.9,338485101.42,
209,2026-02-24,AG Short,short,A,80.0,2026-02-24 11:13:38.550685,6883.34,,,6884.0,6840.0,6900.0,6850.0,0.66,AG-TARGET,19.68,,-3,-0.74,WIN,0.5,14.31,-15.83,291,timeout,6840.0,6900.0,,,,1085780261.51,253770501.9,338485101.42,
211,2026-02-24,AG Short,short,A,80.0,2026-02-24 11:18:35.461558,6879.88,,,6884.0,6840.0,6900.0,6850.0,4.12,AG-TARGET,19.76,,-3,-0.74,LOSS,-1.2,10.85,-19.29,286,timeout,6840.0,6899.88,,,,1054806854.47,286817513.24,370429060.65,
212,2026-02-24,AG Short,short,A-Entry,65.0,2026-02-24 11:21:22.863498,6874.5,,,6884.0,6840.0,6900.0,6850.0,9.5,AG-TARGET,19.91,,-3,-0.74,LOSS,-20.0,5.47,-20.22,101,stop,6840.0,6894.5,,,,1054806854.47,286817513.24,370429060.65,
214,2026-02-24,AG Short,short,A+,90.0,2026-02-24 11:42:51.683284,6873.76,,,6875.0,6838.0,6880.0,6850.0,1.24,AG-PURE,19.94,,-3,-0.7,LOSS,-6.2,2.14,-7.13,11,stop,6838.0,6880.0,,,,1034248369.43,225403815.77,272356463.25,
216,2026-02-24,AG Short,short,A,85.0,2026-02-24 12:48:47.663852,6889.65,,,6891.0,6874.0,6900.0,6850.0,0.35,AG-PURE,19.5,,-3,-0.95,EXPIRED,-2.64,7.9,-9.52,196,timeout,6874.0,6900.0,,,,848676984.13,268295199.06,160142956.16,
228,2026-02-25,DD Exhaustion,short,A,61.0,2026-02-25 10:09:10.462282,6922.37,,,,,,,,GEX-MESSY,18.73,,0,-0.37,LOSS,-12.0,3.47,-12.26,82,stop,,6934.37,,,,922759734.31,726755233.08,635907754.91,
229,2026-02-25,ES Absorption,bearish,C,29.4,2026-02-25 10:28:09.491919,6926.28,,6939.5,6915.0,6943.0,6950.0,6875.0,11.28,GEX-MESSY,18.62,,-1,-0.41,WIN,16.4,43.75,0.0,80,stop,6929.5,6951.5,,,1.5,660297065.62,634659691.92,380939106.28,
232,2026-02-25,DD Exhaustion,short,A-Entry,46.0,2026-02-25 10:53:40.269441,6920.67,,,,,,,,GEX-MESSY,18.75,,0,-0.35,LOSS,-12.0,1.77,-12.24,37,stop,,6932.67,,,,699967452.6,568121780.04,346022414.27,
233,2026-02-25,DD Exhaustion,short,A,67.0,2026-02-25 11:31:13.527310,6932.56,,,,,,,,GEX-MESSY,18.46,,0,-0.44,LOSS,-12.0,0.78,-12.47,151,stop,,6944.56,,,,624622064.81,618966020.26,376911774.78,
234,2026-02-25,Paradigm Reversal,short,A-Entry,56.2,2026-02-25 12:12:22.166332,6939.77,,,6943.0,,,,3.23,BOFA-MESSY,18.41,,2,-0.49,EXPIRED,-8.88,3.71,-12.74,232,timeout,6929.77,6954.77,,,,-556172472.56,564291831.96,372376620.87,
235,2026-02-25,BofA Scalp,short,A-Entry,65.0,2026-02-25 12:13:20.765353,6939.49,,,6943.0,6929.49,,,3.51,BOFA-MESSY,18.42,,2,-0.49,EXPIRED,-0.9,3.43,-1.37,30,timeout,6929.49,6955.0,6955.0,6929.49,,-556172472.56,564291831.96,372376620.87,
236,2026-02-25,DD Exhaustion,short,A-Entry,50.0,2026-02-25 12:21:45.700303,6939.32,,,,,,,,GEX-MESSY,18.42,,2,-0.5,LOSS,-12.0,3.26,-12.72,208,stop,,6951.32,,,,-584887605.22,568773333.12,382198349.7,
237,2026-02-25,Paradigm Reversal,short,A-Entry,50.0,2026-02-25 12:38:17.350025,6939.55,,,6943.0,,,,3.45,BOFA-MESSY,18.41,,2,-0.48,EXPIRED,-9.1,0.57,-12.96,206,timeout,6929.55,6954.55,,,,-570936189.62,548524849.63,367921777.38,
238,2026-02-25,DD Exhaustion,short,A,67.0,2026-02-25 12:47:17.304651,6941.25,,,,,,,,GEX-MESSY,18.38,,2,-0.5,EXPIRED,-7.4,2.27,-11.26,197,timeout,,6953.25,,,,-638771841.11,545876356.89,352310803.58,
239,2026-02-25,DD Exhaustion,short,A,57.0,2026-02-25 13:04:56.798495,6941.47,,,,,,,,GEX-PURE,18.39,,2,-0.5,EXPIRED,-7.18,2.49,-11.04,180,timeout,,6953.47,,,,-654904451.31,554561332.67,375152567.63,
240,2026-02-25,Paradigm Reversal,short,A-Entry,55.0,2026-02-25 13:11:57.344020,6943.17,,,6946.0,,,,2.83,BOFA-MESSY,18.38,,2,-0.47,EXPIRED,-5.48,4.19,-9.34,173,timeout,6933.17,6958.17,,,,-609334140.48,566177001.22,401538798.39,
241,2026-02-25,AG Short,short,A-Entry,70.0,2026-02-25 13:30:56.340073,6941.41,,,6947.0,6931.0,6950.0,6900.0,5.59,AG-LIS,18.41,,1,-0.42,LOSS,-10.6,2.43,-10.63,139,stop,6931.0,6952.0,,,,-620098900.89,534527243.58,369808084.91,
242,2026-02-25,DD Exhaustion,short,A+,89.0,2026-02-25 13:41:56.960662,6941.65,,,,,,,,BOFA-PURE,18.38,,2,-0.49,EXPIRED,-7.0,0.32,-10.86,143,timeout,,6953.65,,,,-575005604.26,540035620.74,378867275.33,
243,2026-02-25,BofA Scalp,short,A-Entry,60.0,2026-02-25 14:02:29.399562,6943.62,,,6947.0,6933.62,,,3.38,BOFA-PURE,18.29,,2,-0.52,EXPIRED,-3.2,0.28,-3.55,30,timeout,6933.62,6959.0,6959.0,6933.62,,-582947305.56,561551186.82,407252427.46,
244,2026-02-25,Paradigm Reversal,short,A-Entry,53.8,2026-02-25 14:02:31.109298,6943.62,,,6947.0,,,,3.38,BOFA-PURE,18.29,,2,-0.52,EXPIRED,-5.03,0.28,-8.89,122,timeout,6933.62,6958.62,,,,-582947305.56,561551186.82,407252427.46,
245,2026-02-25,DD Exhaustion,short,A+,82.0,2026-02-25 14:16:57.322381,6945.22,,,,,,,,BOFA-PURE,18.3,,2,-0.54,EXPIRED,-3.43,0.67,-7.29,108,timeout,,6957.22,,,,-647490007.67,572309134.65,413797446.63,
246,2026-02-25,Paradigm Reversal,short,A-Entry,53.8,2026-02-25 14:32:57.954851,6946.81,,,6950.0,,,,3.19,BOFA-PURE,18.24,,2,-0.54,EXPIRED,-1.84,2.26,-5.7,92,timeout,6936.81,6961.81,,,,-672125314.62,537213552.54,386836834.8,
247,2026-02-25,BofA Scalp,short,A-Entry,60.0,2026-02-25 14:52:26.411394,6948.47,,,6951.0,6938.47,,,2.53,BOFA-PURE,18.15,,2,-0.64,EXPIRED,2.1,2.12,-0.72,30,timeout,6938.47,6963.0,6963.0,6938.47,,-553905860.4,678318682.21,532330158.28,
248,2026-02-25,DD Exhaustion,short,A+,85.0,2026-02-25 14:52:28.021539,6948.47,,,,,,,,BOFA-PURE,18.15,,2,-0.64,EXPIRED,-0.18,3.92,-4.04,72,timeout,,6960.47,,,,-553905860.4,678318682.21,532330158.28,
249,2026-02-25,DD Exhaustion,short,A+,87.0,2026-02-25 15:25:26.399400,6946.32,,,,,,,,BOFA-PURE,18.14,,2,-0.72,EXPIRED,-2.33,1.77,-6.19,39,timeout,,6958.32,,,,-633203685.28,480947016.61,389689374.77,
252,2026-02-26,DD Exhaustion,short,A+,75.0,2026-02-26 10:04:16.237503,6919.5,,,,,,,,GEX-PURE,18.72,,2,0.24,WIN,29.2,53.38,-0.43,19,target,,6871.1201,,,,-199625320.43,501591164.99,470882920.14,
258,2026-02-26,DD Exhaustion,short,A,59.0,2026-02-26 10:28:37.739295,6868.27,,,,,,,,SIDIAL-MESSY,20.36,,0,1.61,LOSS,-12.0,8.54,-13.01,10,stop,,6880.27,,,,119758994.59,28891156.46,-8852942.53,
259,2026-02-26,DD Exhaustion,short,A,58.0,2026-02-26 10:47:15.721741,6884.66,,,,,,,,GEX-MESSY,19.62,,0,0.9,LOSS,-12.0,-0.45,-12.07,11,stop,,6896.66,,,,76303959.74,211071460.46,149151855.7,
262,2026-02-26,DD Exhaustion,short,A,60.0,2026-02-26 11:18:43.344515,6900.95,,,,,,,,GEX-PURE,19.12,,2,0.69,WIN,12.9,20.82,-0.84,30,target,,6885.13,,,,-12041155.21,416167305.48,336988832.6,
266,2026-02-26,DD Exhaustion,short,A,62.0,2026-02-26 11:44:34.382577,6885.64,,,,,,,,GEX-PURE,19.64,,0,0.87,WIN,13.2,21.48,-2.72,86,target,,6869.16,,,,114132203.41,280408082.45,284552109.14,
267,2026-02-26,Paradigm Reversal,short,A-Entry,55.0,2026-02-26 11:46:36.110469,6880.13,,,6879.0,,,,1.13,SIDIAL-EXTREME,19.89,,0,0.98,WIN,10.0,11.98,-8.23,63,10pt,6870.13,6895.13,,,,192117141.74,235450444.75,298858797.1,
270,2026-02-26,ES Absorption,bearish,B,51.3,2026-02-26 12:11:30.016843,6883.74,,6896.75,6881.0,,6975.0,6880.0,2.74,SIDIAL-EXTREME,19.67,,-1,1.04,LOSS,-12.0,0.0,68.0,26,10pt,6886.75,6908.75,,,2.2,253125877.15,152978540.06,262811046.11,
271,2026-02-26,DD Exhaustion,short,A-Entry,48.0,2026-02-26 12:14:34.522639,6881.69,,,,,,,,SIDIAL-EXTREME,19.66,,0,0.97,LOSS,-1.0,17.53,-13.29,90,stop,,6893.69,,,,256275656.57,143977849.12,259715121.38,
